merchant,category,amt,gender,city,state,zip,lat,long,city_pop,job,dob,merch_lat,merch_long,is_fraud
fraud_Sporer-Keebler,personal_care,31.18,F,O Brien,TX,79539,33.3749,-99.8473,178,Warden/ranger,14/06/1983,32.409118,-99.156296,0
"fraud_Altenwerth, Cartwright and Koss",shopping_net,1.62,F,Grandview,TX,76050,32.2779,-97.2351,5875,"Radiographer, therapeutic",24/07/1992,32.192435,-96.469627,0
fraud_Graham and Sons,health_fitness,3.54,F,Thompson,UT,84540,38.9999,-109.615,46,"Surveyor, minerals",23/04/1987,39.31123,-110.309761,0
fraud_Ernser-Lynch,food_dining,7.67,F,Viola,AR,72583,36.3924,-91.9932,1679,Psychiatric nurse,2/5/1986,35.684156,-92.389779,0
fraud_Abshire PLC,entertainment,68.08,M,Bolivar,PA,15923,40.3673,-79.1605,1770,"Administrator, local government",8/12/1994,39.657996,-78.97286,0
"fraud_O'Reilly, Mohr and Purdy",home,141.16,M,San Diego,CA,92128,33.0067,-117.069,1241364,Chartered public finance accountant,5/8/1959,32.10063,-116.976806,0
fraud_Stoltenberg-Beatty,shopping_pos,2.11,F,Baton Rouge,LA,70808,30.4066,-91.1468,378909,"Designer, furniture",22/02/1977,30.153334,-92.136206,0
fraud_Connelly-Carter,home,65.11,F,Early,IA,50535,42.4483,-95.1726,885,"Pilot, airline",14/08/1949,41.721343,-94.57197,0
fraud_Kulas Group,health_fitness,16.81,F,Bauxite,AR,72011,34.5091,-92.4828,4074,"Scientist, audiological",20/12/1975,34.384634,-91.956498,0
fraud_Schmidt and Sons,shopping_net,5.29,F,Avoca,IA,51521,41.4768,-95.3509,2036,Engineering geologist,20/08/1971,40.546483,-94.710473,0
fraud_Wuckert-Goldner,home,10.66,F,Fort Myers,FL,33967,26.4722,-81.8122,224256,Paramedic,29/08/1985,27.062322,-81.316416,0
fraud_Jacobi and Sons,shopping_pos,139.48,M,Mount Saint Joseph,OH,45051,39.0965,-84.6431,177,Exhibition designer,30/05/1974,39.079874,-84.247413,0
fraud_Schroeder Group,health_fitness,195.27,F,Florence,MS,39073,32.153,-90.1217,19685,Fine artist,24/12/1984,31.514214,-90.738854,0
fraud_Haag-Blanda,food_dining,61.25,M,Pointe Aux Pins,MI,49775,45.7549,-84.447,95,Electrical engineer,9/2/1994,45.273784,-83.555921,0
fraud_Friesen-Ortiz,personal_care,24.38,M,Pueblo,CO,81005,38.2352,-104.66,151815,Further education lecturer,4/1/1988,38.128709,-104.412604,0
fraud_Ernser-Lynch,food_dining,30.9,M,June Lake,CA,93529,37.7773,-119.0825,633,Health service manager,9/9/1927,37.02782,-118.104775,0
fraud_Altenwerth-Kilback,home,24.61,F,Rock Springs,WY,82901,41.606,-109.23,27971,Music therapist,1/8/1984,41.850247,-109.383697,0
fraud_Kerluke-Abshire,shopping_net,1.16,F,Rossville,IL,60963,40.3625,-87.6692,1807,"Buyer, retail",2/6/1975,39.96409,-87.808574,0
fraud_Ernser-Lynch,food_dining,129.55,F,Thomas,WV,26292,39.1505,-79.503,836,Forensic psychologist,29/08/1981,39.516158,-79.780094,0
"fraud_Baumbach, Strosin and Nicolas",shopping_pos,1.68,F,Grover,NC,28073,35.1836,-81.4552,5621,Toxicologist,14/11/1973,35.654687,-82.333726,0
fraud_O'Hara-Wilderman,food_dining,388.87,F,Reynolds,ND,58275,47.7068,-97.2092,733,Visual merchandiser,12/11/1994,47.342982,-96.931947,0
fraud_Heller PLC,health_fitness,80.09,M,Egan,LA,70531,30.251,-92.5002,1261,Broadcast presenter,1/7/1972,31.055254,-93.0048,0
fraud_Reichert-Weissnat,travel,6.09,M,Norman Park,GA,31771,31.2462,-83.6549,5666,Rural practice surveyor,14/09/2003,30.998944,-84.48629,0
"fraud_Turner, Ruecker and Parisian",misc_pos,1.08,F,Smith River,CA,95567,41.9404,-124.1587,1930,Web designer,13/06/1983,41.890948,-123.704735,0
"fraud_Schneider, Hayes and Nikolaus",food_dining,8.72,F,Shields,ND,58569,46.1838,-101.2589,77,Film/video editor,17/12/1989,46.627618,-102.21182,0
fraud_Rutherford-Mertz,grocery_pos,31.62,F,Pembroke Township,IL,60958,41.0646,-87.5917,2135,"Psychotherapist, child",8/5/2004,40.403704,-86.97667,0
fraud_Larkin Ltd,kids_pets,6.79,F,Lake Oswego,OR,97034,45.4093,-122.6847,42817,Planning and development surveyor,28/05/1982,46.253472,-121.708491,0
fraud_Zboncak LLC,food_dining,9.39,F,Utica,MO,64686,39.7417,-93.6289,271,Land/geomatics surveyor,18/04/1972,39.276269,-94.329976,0
fraud_Torphy-Kertzmann,health_fitness,17.26,M,June Lake,CA,93529,37.7773,-119.0825,633,Health service manager,9/9/1927,38.537126,-119.745726,0
fraud_Rau-Robel,kids_pets,33.98,M,Gretna,LA,70056,29.8872,-90.0331,55581,Biomedical scientist,12/9/1972,30.06804,-89.68446,0
fraud_Dickinson Ltd,personal_care,28.31,F,Spirit Lake,ID,83869,47.9657,-116.868,4161,Production manager,12/6/1957,48.022518,-116.283361,0
fraud_Kutch-Ferry,home,26.77,F,Mobile,AL,36617,30.7145,-88.0918,270712,"Surveyor, land/geomatics",5/1/1972,29.891308,-88.195789,0
fraud_Jacobi and Sons,shopping_pos,4.66,F,Cottekill,NY,12419,41.8467,-74.1038,722,Comptroller,19/10/1990,42.199007,-74.373953,0
fraud_Macejkovic-Lesch,shopping_pos,7.82,M,Cedar,MI,49621,44.8605,-85.8138,3096,"Social research officer, government",11/10/1975,44.606715,-85.784646,0
fraud_Stark-Koss,home,10.98,M,Emporium,PA,15834,41.5177,-78.2536,4533,Public affairs consultant,1/11/1969,42.132589,-78.292606,0
fraud_Macejkovic-Lesch,shopping_pos,361.74,F,Manistique,MI,49854,46.0062,-86.2555,6469,Trade mark attorney,12/4/1979,45.11905,-87.120291,0
fraud_Fadel Inc,health_fitness,1.64,M,Corriganville,MD,21524,39.6967,-78.8031,626,Energy engineer,13/12/1960,40.213281,-78.469302,0
fraud_Emmerich-Rau,personal_care,17.19,M,Sontag,MS,39665,31.6453,-90.1801,1196,"Librarian, academic",11/6/1958,30.750129,-89.885696,0
fraud_Gutmann-Upton,misc_pos,8.03,F,Cleveland,TX,77327,30.33,-95.0202,34153,Building surveyor,11/9/1995,29.415177,-96.019727,0
fraud_Abshire PLC,entertainment,3.19,F,Centerview,MO,64019,38.7897,-93.8702,2368,Electronics engineer,17/07/1989,38.916485,-93.597618,0
fraud_Watsica LLC,personal_care,14.97,M,Afton,MN,55001,44.8696,-92.8234,2916,Barrister's clerk,29/06/1935,43.938771,-92.602951,0
"fraud_Dare, Casper and Bartoletti",kids_pets,162.44,F,Thrall,TX,76578,30.592,-97.2893,1766,Press sub,2/1/1976,31.295771,-97.813107,0
fraud_Heaney-Marquardt,entertainment,49.7,F,Whaleyville,MD,21872,38.4121,-75.2811,718,Regulatory affairs officer,19/03/1985,38.401093,-74.845736,0
"fraud_Turner, Ziemann and Lehner",food_dining,50.88,F,Rhame,ND,58651,46.1664,-103.7079,475,Illustrator,10/11/1955,45.556853,-104.553157,0
fraud_Labadie LLC,personal_care,49.33,F,Eugene,OR,97403,44.0385,-123.0614,191096,"Scientist, physiological",6/4/1964,44.578631,-122.834123,0
fraud_Champlin and Sons,home,14.05,F,Red River,NM,87558,36.6659,-105.4694,606,"Surveyor, land/geomatics",6/9/1988,36.198442,-105.54393,0
fraud_Jakubowski Group,food_dining,58.76,M,New Boston,IL,61272,41.2153,-90.9879,1504,Manufacturing engineer,5/10/1993,42.003026,-91.064769,0
fraud_Nader-Maggio,personal_care,33.77,F,Norman,AR,71960,34.4596,-93.6743,1383,Manufacturing engineer,11/9/1999,35.042338,-93.426062,0
fraud_Windler LLC,kids_pets,24.3,M,New Holstein,WI,53061,43.9446,-88.0911,5196,Child psychotherapist,22/01/1978,44.206012,-88.334954,0
fraud_Stoltenberg-Beatty,shopping_pos,8.69,M,Sacramento,CA,95827,38.5662,-121.3286,757530,Magazine features editor,30/04/1979,39.212648,-121.399952,0
"fraud_Medhurst, Cartwright and Ebert",personal_care,113.01,M,Highland,IN,46322,41.55,-87.4569,23727,Community arts worker,8/2/1982,41.627631,-87.272488,0
fraud_Nader-Maggio,personal_care,68.31,M,Bristow,IN,47515,38.1981,-86.6821,965,Horticultural therapist,10/2/1982,38.147991,-86.300847,0
"fraud_Nicolas, Hills and McGlynn",entertainment,82.62,F,Manistique,MI,49854,46.0062,-86.2555,6469,Trade mark attorney,12/4/1979,45.586584,-86.406962,0
fraud_Kihn-Fritsch,food_dining,31.13,F,Deltona,FL,32725,28.8989,-81.2473,88735,Commercial horticulturist,9/4/1988,28.807963,-80.37734,0
fraud_Bechtelar-Rippin,food_dining,25.05,M,Cochranton,PA,16314,41.5205,-80.0573,5507,Retail merchandiser,28/07/1973,41.682341,-80.118964,0
"fraud_Nitzsche, Kessler and Wolff",shopping_pos,7.1,F,Sutherland,NE,69165,41.1558,-101.136,1789,Insurance broker,11/2/1982,41.950841,-100.341086,0
"fraud_Hettinger, McCullough and Fay",home,28.98,F,De Soto,KS,66018,38.9462,-94.9714,5760,Chief Executive Officer,1/10/1978,38.553479,-95.138235,0
"fraud_Streich, Rolfson and Wilderman",kids_pets,80.71,F,Mobile,AL,36617,30.7145,-88.0918,270712,"Surveyor, land/geomatics",5/1/1972,29.850269,-88.214923,0
fraud_Berge-Hills,kids_pets,11.96,M,Iliff,CO,80736,40.7692,-103.0968,648,Community arts worker,21/09/1969,40.719444,-102.704935,0
fraud_Lubowitz-Walter,kids_pets,42.52,M,Ferney,SD,57439,45.329,-98.0837,52,Bookseller,22/05/1990,46.162237,-98.14861,0
"fraud_Metz, Russel and Metz",kids_pets,34.24,F,Vancouver,WA,98665,45.6892,-122.6616,299480,Teaching laboratory technician,2/1/1985,46.083841,-122.979189,0
fraud_Prosacco LLC,personal_care,17.28,F,Pecos,TX,79772,31.4467,-103.5791,12747,"Merchandiser, retail",5/5/1987,31.275779,-103.163066,0
"fraud_Schiller, Blanda and Johnson",home,60.49,F,Unionville,MO,63565,40.4815,-92.9951,3805,"Investment banker, corporate",15/09/1950,41.019419,-93.39263,0
fraud_Kerluke-Abshire,shopping_net,3.14,M,Alexandria,VA,22311,38.832,-77.12,321490,"Scientist, biomedical",4/10/1991,38.374774,-77.812284,0
"fraud_Haley, Batz and Auer",health_fitness,20.62,F,Carlotta,CA,95528,40.507,-123.9743,1139,"Therapist, occupational",15/01/1951,40.619255,-124.802922,0
fraud_Kihn-Fritsch,food_dining,161.58,M,Grant,AL,35747,34.4959,-86.259,5901,Curator,25/07/1972,34.865258,-87.018181,0
fraud_Fisher-Schowalter,shopping_net,7.62,M,Mounds,OK,74047,35.8896,-96.0887,7163,Fitness centre manager,5/2/1982,35.765603,-95.975453,0
fraud_Rau-Robel,kids_pets,138.91,F,Blackville,SC,29817,33.3645,-81.2718,4913,Technical brewer,10/11/1966,32.806983,-80.599307,0
fraud_Kulas Group,health_fitness,74.82,M,Nazareth,TX,79063,34.5444,-102.1069,686,Petroleum engineer,30/07/1980,34.020634,-101.289521,0
"fraud_Haley, Batz and Auer",health_fitness,9.11,M,Scarborough,ME,4074,43.5835,-70.3457,18760,Make,2/4/1933,43.010912,-69.54695,0
fraud_Kilback and Sons,entertainment,92.98,F,Baroda,MI,49101,41.9488,-86.4913,3104,"Horticulturist, commercial",29/03/1981,42.708637,-86.732191,0
fraud_Klein Group,entertainment,16.28,M,June Lake,CA,93529,37.7773,-119.0825,633,Health service manager,9/9/1927,37.446521,-120.075706,0
fraud_Stamm-Witting,shopping_net,122.55,F,Falls Church,VA,22046,38.8856,-77.1802,116155,Chartered accountant,10/7/1983,38.547926,-77.293061,0
fraud_Schuppe LLC,entertainment,92.07,M,Norman,AR,71960,34.4596,-93.6743,1383,Magazine features editor,8/8/1966,33.857656,-92.794284,0
fraud_Daugherty LLC,kids_pets,125.86,F,Joliet,IL,60432,41.5378,-88.0572,128354,"Teacher, secondary school",20/01/1992,41.006846,-87.534039,0
"fraud_Reichel, Bradtke and Blanda",travel,1.19,M,Melbourne,FL,32935,28.1384,-80.6524,139650,Database administrator,23/01/1957,28.920597,-79.91834,0
fraud_Auer LLC,personal_care,2.31,M,Coffeeville,MS,38922,33.9215,-89.6782,3451,Financial trader,19/05/1984,34.135379,-90.543477,0
fraud_Baumbach Ltd,personal_care,7.35,F,Lagrange,WY,82221,41.6423,-104.1974,635,Product/process development scientist,13/07/1973,41.735554,-103.910692,0
fraud_Abshire PLC,entertainment,88.1,F,Meridian,TX,76665,31.929,-97.6443,2526,Phytotherapist,12/11/1970,32.742104,-98.501284,0
fraud_Brown Inc,kids_pets,44.6,F,Baroda,MI,49101,41.9488,-86.4913,3104,"Horticulturist, commercial",29/03/1981,41.734632,-86.100828,0
fraud_Gulgowski LLC,home,49.04,F,Kansas City,MO,64114,38.9621,-94.5959,545147,Counsellor,18/11/1987,39.255565,-93.878308,0
"fraud_O'Reilly, Mohr and Purdy",home,90.01,M,Big Indian,NY,12410,42.074,-74.453,397,Psychiatrist,12/9/1931,41.878783,-75.224355,0
fraud_Greenholt Ltd,health_fitness,9.42,M,Ollie,IA,52576,41.2001,-92.1354,568,Commercial horticulturist,24/07/1969,41.581046,-92.868735,0
fraud_Kilback and Sons,entertainment,88.68,F,Keisterville,PA,15449,39.9636,-79.7853,184,Systems developer,4/11/1945,40.052442,-79.484884,0
"fraud_Hermiston, Russel and Price",food_dining,187.57,F,Irvine,PA,16329,41.8117,-79.2643,528,Chief Marketing Officer,13/09/1972,41.482347,-79.134689,0
fraud_Ziemann-Waters,health_fitness,174.45,M,Ruth,NV,89319,39.3426,-114.8859,450,Interpreter,24/08/1946,39.075502,-114.655386,0
fraud_Schimmel-Olson,kids_pets,40.3,F,Plainfield,NJ,7060,40.6152,-74.415,71485,Leisure centre manager,19/07/1974,40.788202,-73.560584,0
fraud_Thiel PLC,misc_pos,15.76,M,Naples,FL,34112,26.1184,-81.7361,276002,"Programme researcher, broadcasting/film/video",2/1/1979,26.588251,-82.682448,0
fraud_Leffler-Goldner,personal_care,45.46,F,Bay Minette,AL,36507,30.8635,-87.7644,19090,Science writer,30/05/1929,31.590384,-87.685622,0
fraud_Kub-Heaney,health_fitness,15.33,F,Loxahatchee,FL,33470,26.7383,-80.276,26551,Paramedic,4/1/1977,26.08704,-80.822689,0
fraud_Wiza LLC,misc_pos,14.96,M,Bronx,NY,10463,40.8798,-73.9067,1382480,"Therapist, drama",9/11/1990,40.311672,-74.428086,0
fraud_Berge-Ullrich,home,27.91,M,Laredo,TX,78040,27.5155,-99.4986,248858,Video editor,28/01/1971,27.834364,-100.339122,0
fraud_Wilkinson LLC,personal_care,13.14,F,Mansfield,OH,44902,40.7559,-82.5123,92985,Press photographer,29/05/1968,40.991905,-82.842356,0
"fraud_Hauck, Dietrich and Funk",kids_pets,2.78,M,Big Indian,NY,12410,42.074,-74.453,397,Psychiatrist,12/9/1931,42.596354,-73.975638,0
fraud_Ziemann-Waters,health_fitness,35.98,F,Birmingham,IA,52535,40.8626,-91.9534,888,Camera operator,25/03/1988,40.546577,-92.794879,0
fraud_Reichert-Weissnat,travel,3.01,M,Halma,MN,56729,48.6669,-96.5969,140,"Embryologist, clinical",6/1/1942,49.034257,-95.816929,0
fraud_Turner and Sons,shopping_pos,6.7,M,Monmouth Beach,NJ,7750,40.333,-73.9809,3279,Health promotion specialist,5/10/1978,40.19691,-74.20443,0
fraud_Altenwerth-Kilback,home,74.69,F,Conway,WA,98238,48.34,-122.3456,85,"Research officer, political party",1/9/1984,49.232908,-123.178475,0
fraud_Williamson LLC,misc_pos,3.24,M,Lonsdale,MN,55046,44.4477,-93.4252,5211,Chief Strategy Officer,27/01/1987,43.722861,-94.268136,0
"fraud_Graham, Hegmann and Hammes",food_dining,58.17,M,Powell,TN,37849,36.0435,-84.04,25459,"Teacher, special educational needs",22/02/1969,36.467229,-84.308468,0
fraud_Connelly PLC,food_dining,61.77,M,Dumont,CO,80436,39.7532,-105.6356,565,Mental health nurse,27/08/1978,39.865006,-104.810973,0
fraud_Erdman-Schaden,personal_care,2.84,M,Allentown,NY,14707,42.0737,-78.0594,239,Radio producer,2/5/1956,41.825931,-78.712765,0
fraud_Weimann-Lockman,kids_pets,157.86,F,Grandview,TX,76050,32.2779,-97.2351,5875,"Radiographer, therapeutic",24/07/1992,32.725367,-96.407681,0
fraud_Stoltenberg-Beatty,shopping_pos,129.11,M,Montandon,PA,17850,40.9661,-76.8575,645,Orthoptist,18/05/1974,41.738116,-77.195162,0
fraud_Hamill-D'Amore,health_fitness,73.63,F,North Loup,NE,68859,41.4972,-98.7858,509,"Nurse, children's",15/09/1980,41.756857,-98.630433,0
fraud_Erdman-Ebert,personal_care,3.78,F,Ranier,MN,56668,48.6031,-93.2977,136,Ceramics designer,20/02/2000,48.477919,-92.974558,0
"fraud_Hahn, Douglas and Schowalter",travel,9.88,M,Canton,OH,44702,40.8027,-81.3739,192805,Building control surveyor,30/06/1963,41.563368,-81.315864,0
"fraud_Schroeder, Hauck and Treutel",entertainment,67.47,M,Saint Francis,KY,40062,37.6047,-85.4251,301,"Research officer, political party",17/03/1967,38.580739,-85.675409,0
fraud_Waelchi-Wolf,kids_pets,206.59,M,Key West,FL,33040,24.6557,-81.3824,32891,Town planner,13/02/1987,25.245577,-81.290185,0
"fraud_Walter, Hettinger and Kessler",personal_care,14.73,M,Newberg,OR,97132,45.3099,-122.9685,28278,Research scientist (physical sciences),17/07/1977,44.369563,-122.185256,0
fraud_Abbott-Steuber,personal_care,66.64,F,May,TX,76857,31.9571,-98.9656,1791,Corporate investment banker,26/07/1965,32.678647,-98.833272,0
fraud_Eichmann-Kilback,home,19.42,F,Thomas,WV,26292,39.1505,-79.503,836,Forensic psychologist,29/08/1981,39.65299,-78.91994,0
"fraud_Roberts, Ryan and Smith",personal_care,9.31,F,Prairie Hill,TX,76678,31.6591,-96.8094,263,Barrister,30/05/1956,30.985392,-96.388375,0
fraud_Johnston-Casper,travel,8.3,F,Brandon,VT,5733,43.8065,-73.0882,5895,"Scientist, marine",13/07/1975,43.724304,-72.816289,0
fraud_Jakubowski Group,food_dining,76.69,F,Phoenix,AZ,85020,33.5623,-112.0559,1312922,Contractor,24/10/1981,33.07093,-112.201449,0
"fraud_Langosh, Wintheiser and Hyatt",food_dining,85.97,F,River,KY,41254,37.8795,-82.7251,571,Quarry manager,7/3/1931,37.184552,-81.990668,0
fraud_Kutch-Ferry,home,1.96,M,Armonk,NY,10504,41.136,-73.7009,7987,Television/film/video producer,16/03/1964,41.523107,-73.24874,0
fraud_Gaylord-Powlowski,home,45.73,F,Georgetown,MN,56546,47.0999,-96.727,346,"Research officer, trade union",14/12/1976,47.000728,-96.985977,0
fraud_Wilkinson PLC,kids_pets,109.79,F,New Memphis,IL,62266,38.4857,-89.6816,254,Magazine journalist,7/5/1952,37.778486,-90.336469,0
fraud_Bogisich-Weimann,kids_pets,55.94,M,Bristow,IN,47515,38.1981,-86.6821,965,Horticultural therapist,10/2/1982,38.827123,-86.011313,0
fraud_Conroy-Emard,food_dining,32.98,M,Cedar,MI,49621,44.8605,-85.8138,3096,"Social research officer, government",11/10/1975,45.614289,-85.37772,0
"fraud_Streich, Dietrich and Barton",shopping_net,1.68,F,Hannawa Falls,NY,13647,44.6087,-74.9732,69,Chief Executive Officer,5/6/1991,44.661551,-75.668942,0
fraud_Connelly-Carter,home,240.96,F,Hinckley,OH,44233,41.2419,-81.7453,7646,Medical sales representative,15/09/1988,41.373884,-82.171503,0
"fraud_Fadel, Mertz and Rippin",entertainment,2.64,F,North Washington,PA,16048,41.0472,-79.8089,139,Patent attorney,25/05/1954,41.981028,-79.003613,0
"fraud_Konopelski, Schneider and Hartmann",food_dining,48.76,F,Howes Cave,NY,12092,42.7045,-74.3648,1304,Jewellery designer,9/6/1970,42.363271,-75.090221,0
fraud_Wilkinson Ltd,entertainment,75.16,F,Bauxite,AR,72011,34.5091,-92.4828,4074,"Scientist, audiological",20/12/1975,33.674494,-92.839316,0
fraud_Johns-Hoeger,entertainment,127.56,F,Milford,OH,45150,39.1657,-84.233,31394,Hospital doctor,12/11/1996,38.62695,-84.296507,0
fraud_Friesen Inc,shopping_pos,4.78,M,Bowdoin,ME,4287,44.0575,-69.9656,3224,"Engineer, electronics",22/08/1997,45.056839,-70.741399,0
"fraud_Hoppe, Harris and Bednar",entertainment,3.98,F,Altair,TX,77412,29.6047,-96.5249,106,"Editor, film/video",24/07/1983,29.948751,-96.017427,0
fraud_Ruecker-Mayert,kids_pets,136.23,M,Mount Perry,OH,43760,39.8788,-82.188,1831,Barrister's clerk,18/10/1953,39.675805,-82.38527,0
fraud_Morissette PLC,shopping_pos,128.46,M,Mayersville,MS,39113,32.9013,-91.0286,595,Technical brewer,3/9/1979,33.428652,-91.907124,0
fraud_Osinski Inc,personal_care,3.77,M,Moorhead,MS,38761,33.4783,-90.5142,2870,Chartered public finance accountant,5/3/1999,32.800321,-89.662722,0
fraud_Terry-Huel,shopping_net,28.33,F,Bauxite,AR,72011,34.5091,-92.4828,4074,"Scientist, audiological",20/12/1975,34.506443,-93.096195,0
fraud_Keeling-Crist,misc_pos,130.81,F,Clarks Mills,PA,16114,41.3851,-80.1752,606,Energy manager,22/09/1997,42.181833,-79.420852,0
"fraud_Zboncak, Rowe and Murazik",shopping_net,1.53,F,West Monroe,LA,71291,32.5317,-92.176,54185,"Radiographer, diagnostic",20/11/1992,33.286865,-92.714875,0
fraud_Haag-Blanda,food_dining,25.18,M,Lane,OK,74555,34.2691,-95.9685,861,Quantity surveyor,8/4/1960,34.854768,-96.321945,0
fraud_Gleason-Macejkovic,shopping_net,4.09,F,Thomas,WV,26292,39.1505,-79.503,836,Forensic psychologist,29/08/1981,38.210187,-79.072558,0
fraud_Hickle Group,shopping_pos,2.53,F,Issaquah,WA,98027,47.4974,-122.0107,50489,Osteopath,29/02/1984,46.793141,-121.89315,0
"fraud_McLaughlin, Armstrong and Koepp",travel,3.07,M,Elizabeth,NJ,7208,40.6747,-74.2239,124967,Operational researcher,21/12/1980,40.581784,-75.108073,0
fraud_Bode-Schuster,kids_pets,59.92,F,Gadsden,AL,35901,34.048,-85.9246,67082,Physiological scientist,9/2/1963,33.38423,-85.776724,0
fraud_Kutch-Ferry,home,143.9,F,Noonan,ND,58765,48.8856,-103.0098,248,Industrial/product designer,13/05/1968,48.389745,-102.538098,0
fraud_Jast-McDermott,shopping_pos,707.55,M,Riverton,WY,82501,43.0351,-108.2024,19408,"Lecturer, higher education",11/9/1993,42.415916,-107.821296,0
"fraud_Altenwerth, Cartwright and Koss",shopping_net,4.27,F,Goodrich,MI,48438,42.9147,-83.4845,6951,Learning disability nurse,18/06/1985,43.529218,-83.798803,0
"fraud_Durgan, Gislason and Spencer",home,10.15,M,Grenada,CA,96038,41.6125,-122.5258,589,Systems analyst,21/12/1945,41.162082,-122.586646,0
fraud_Ratke and Sons,health_fitness,71.91,M,Lawrence,MA,1843,42.6911,-71.1605,76383,Geoscientist,4/4/1985,42.18461,-71.764052,0
fraud_Jacobi Inc,health_fitness,8.16,F,Phoenix,AZ,85086,33.8155,-112.1202,1312922,Counselling psychologist,30/11/1999,33.018731,-112.944859,0
"fraud_Goyette, Howell and Collier",shopping_pos,26.17,F,Manistique,MI,49854,46.0062,-86.2555,6469,Trade mark attorney,12/4/1979,45.683189,-85.639103,0
fraud_Beer-Jast,kids_pets,2.3,M,Chester Heights,PA,19017,39.8839,-75.4669,348,Management consultant,5/5/1945,39.280332,-75.175501,0
fraud_Wilkinson Ltd,entertainment,155.96,M,Southfield,MI,48034,42.4969,-83.2911,75830,"Engineer, automotive",28/12/1974,41.559527,-83.733786,0
